stat,mbti,enneagram,role,movie,img_url
28 / 7  ,INFJ,9w1,Vitruvius,   The Lego Movies,https://www.personality-database.com/profile_images/19642.png?=undefined
28 / 7  ,INFJ,8w9,Wendy Lawson (Mar-Vell),   Marvel Cinematic Universe,https://www.personality-database.com/profile_images/29236.png?=undefined
27 / 9  ,INFJ,1w9,Hippolyta,   DC Extended Universe,https://www.personality-database.com/profile_images/9048.png?=undefined
27 / 6  ,INFJ,1w9,Mufasa,   The Lion King (2019),https://www.personality-database.com/profile_images/43678.png?=undefined
27 / 17  ,INFJ,4w3,Xian Lang,   Mulan (2020),https://www.personality-database.com/profile_images/185729.png?=undefined
27 / 7  ,INFJ,4w3,Missy Armitage,   Get Out (2017),https://www.personality-database.com/profile_images/10473.png?=undefined
26 / 13  ,INFJ,5w4,Pi Patel,   Life of Pi (2012),https://www.personality-database.com/profile_images/49428.png?=undefined
26 / 11  ,INFJ,2w3,Clara Clayton,   Back to the Future (franchise),https://www.personality-database.com/profile_images/79637.png?=undefined
26 / 11  ,INFJ,2w3,Clara Clayton,   Back to the Future (franchise),https://www.personality-database.com/profile_images/79637.png?=undefined
26 / 8  ,INFJ,1w2,Lee Woo-jin,   Oldboy (2003),https://www.personality-database.com/profile_images/18435.png?=undefined
26 / 13  ,INFJ,5w4,Pi Patel,   Life of Pi (2012),https://www.personality-database.com/profile_images/49428.png?=undefined
25 / 5  ,INFJ,1w2,Marcus Aurelius,   Gladiator (2000),https://www.personality-database.com/profile_images/28770.png?=undefined
25 / 7  ,INFJ,5w4,Dr. Dyson Ido,   Alita: Battle Angel (2019),https://www.personality-database.com/profile_images/28295.png?=undefined
25 / 11  ,INFJ,1w9,Malcolm Crowe,   The Sixth Sense (1999),https://www.personality-database.com/profile_images/31556.png?=undefined
25 / 10  ,INFJ,1w2,Ginger,   Chicken Run (2000),https://www.personality-database.com/profile_images/38914.png?=undefined
25 / 6  ,INFJ,1w9,Jane Wilde,   The Theory of Everything (2014),https://www.personality-database.com/profile_images/36547.png?=undefined
24 / 9  ,INFJ,5w4,The inventor,   Edward Scissorhands (1990),https://www.personality-database.com/profile_images/71557.png?=undefined
24 / 4  ,INFJ,5w6,Ilsa Faust,   Mission: Impossible,https://www.personality-database.com/profile_images/9649.png?=undefined
23 / 11  ,INFJ,5w6,Nøkk,   Frozen (Franchise),https://www.personality-database.com/profile_images/38634.png?=undefined
23 / 12  ,INFJ,5w6,Bem,   Harry Potter (franchise),https://www.personality-database.com/profile_images/139708.png?=undefined
23 / 6  ,INFJ,6w5,Chuck Aule,   Shutter Island (2010),https://www.personality-database.com/profile_images/9620.png?=undefined
22 / 5  ,INFJ,1w2,Lucilla,   Gladiator (2000),https://www.personality-database.com/profile_images/28767.png?=undefined
22 / 8  ,INFJ,3w4,Elsa Schneider,   Indiana Jones,https://www.personality-database.com/profile_images/24938.png?=undefined
22 / 13  ,INFJ,1w9,Enchantress,   Beauty and the Beast (1991),https://www.personality-database.com/profile_images/179378.png?=undefined
22 / 6  ,INFJ,,Briony Tallis,   Atonement (2007),https://www.personality-database.com/profile_images/19027.png?=undefined
22 / 10  ,INFJ,,Sofi,   I Origins (2014),https://www.personality-database.com/profile_images/14730.png?=undefined
22 / 6  ,INFJ,2w1,Sitka,   Brother Bear (2003),https://www.personality-database.com/images/profile_transparent.png
22 / 6  ,INFJ,1w2,Mary Bromfield,   DC Extended Universe,https://www.personality-database.com/profile_images/31795.png?=undefined
21 / 5  ,INFJ,5w6,Paul Atreides,   Dune (1984),https://www.personality-database.com/profile_images/2343.png?=undefined
21 / 3  ,INFJ,9w1,Erwin Kim,   The Edge of Seventeen (2016),https://www.personality-database.com/profile_images/30966.png?=undefined
21 / 11  ,INFJ,5w4,Robert Langdon,   Robert Langdon,https://www.personality-database.com/profile_images/4271.png?=undefined
21 / 10  ,INFJ,2w1,Dr. Samuel Loomis,   Halloween (1978),https://www.personality-database.com/profile_images/23734.png?=undefined
21 / 9  ,INFJ,9w8,Soothsayer,   Kung Fu Panda (franchise),https://www.personality-database.com/profile_images/104679.png?=undefined
21 / 4  ,INFJ,9w1,Rain,   Spirit: Stallion of the Cimarron (2002),https://www.personality-database.com/profile_images/28864.png?=undefined
21 / 7  ,INFJ,9w1,The Unicorn / Lady Amalthia,   The Last Unicorn (1982),https://www.personality-database.com/profile_images/13693.png?=undefined
21 / 7  ,INFJ,5w4,Evan Treborn,   The Butterfly Effect (2004),https://www.personality-database.com/profile_images/22988.png?=undefined
21 / 11  ,INFJ,6w5,Dan Torrance,   Doctor Sleep (2019),https://www.personality-database.com/profile_images/30706.png?=undefined
21 / 3  ,INFJ,2w3,Gaff,   Blade Runner,https://www.personality-database.com/profile_images/11865.png?=undefined
21 / 4  ,INFJ,9w1,Rain,   Spirit: Stallion of the Cimarron (2002),https://www.personality-database.com/profile_images/28864.png?=undefined
21 / 3  ,INFJ,9w1,Erwin Kim,   The Edge of Seventeen (2016),https://www.personality-database.com/profile_images/30966.png?=undefined
20 / 10  ,INFJ,9w8,Old Man Marley,   Home Alone (1990),https://www.personality-database.com/profile_images/116239.png?=undefined
20 / 6  ,INFJ,4w5,Thomas Kane,   Alien,https://www.personality-database.com/profile_images/9781.png?=undefined
20 / 11  ,INFJ,4w3,David Swinton,   A.I. Artificial Intelligence (2002),https://www.personality-database.com/profile_images/27314.png?=undefined
20 / 8  ,INFJ,6w5,The Fox,   The Little Prince (2015),https://www.personality-database.com/profile_images/23448.png?=undefined
20 / 5  ,INFJ,5w4,Matilda Wormwood,   Matilda (1996 film),https://www.personality-database.com/images/profile_transparent.png
20 / 10  ,INFJ,1w9,God,   Bruce Almighty (2003),https://www.personality-database.com/profile_images/35441.png?=undefined
20 / 6  ,INFJ,5w4,Robert Graysmith,   Zodiac (2007),https://www.personality-database.com/profile_images/76353.png?=undefined
19 / 5  ,INFJ,4w5,Vicki Vale,   Batman (1989-1992),https://www.personality-database.com/profile_images/22000.png?=undefined
18 / 7  ,INFJ,9w1,Thomas Sharpe,   Crimson Peak (2015),https://www.personality-database.com/profile_images/8633.png?=undefined
18 / 9  ,INFJ,1w9,Douglas Mortimer,   The Dollars Trilogy,https://www.personality-database.com/profile_images/30499.png?=undefined
18 / 3  ,INFJ,6w5,Linda Gunderson,   Rio (2011),https://www.personality-database.com/profile_images/25559.png?=undefined
18 / 7  ,XXXX,4w3,Fleur,   K-12 (2019),https://www.personality-database.com/profile_images/57818.png?=undefined
18 / 4  ,INFJ,6w5,Josh,   To All the Boys I've Loved Before (2018),https://www.personality-database.com/profile_images/32645.png?=undefined
18 / 5  ,INFJ,5w4,Frank,   Donnie Darko (2001),https://www.personality-database.com/profile_images/43162.png?=undefined
18 / 10  ,INFJ,6w5,6,   9 (2009),https://www.personality-database.com/profile_images/23063.png?=undefined
18 / 6  ,INFJ,2w3,John Cutter,   The Prestige (2006),https://www.personality-database.com/profile_images/9526.png?=undefined
17 / 5  ,INFJ,5w4,Sonny,"   I, Robot (2004)",https://www.personality-database.com/profile_images/9420.png?=undefined
17 / 6  ,INFJ,,Papa Elf,   Elf (2003),https://www.personality-database.com/profile_images/33878.png?=undefined
17 / 9  ,INFJ,3w4,Elektra King,   James Bond,https://www.personality-database.com/profile_images/31497.png?=undefined
17 / 3  ,INFJ,9w1,Aayla Secura,   Star Wars,https://www.personality-database.com/profile_images/52677.png?=undefined
17 / 6  ,INFJ,1w2,Adolf Hitler,   Downfall (2004),https://www.personality-database.com/profile_images/81415.png?=undefined
17 / 6  ,INFJ,1w2,Peggy Sheeran,   The Irishman (2019),https://www.personality-database.com/profile_images/72918.png?=undefined
17 / 4  ,INFJ,9w1,Paul Verjak,   Breakfast at Tiffany's (1961),https://www.personality-database.com/profile_images/9449.png?=undefined
17 / 13  ,INFJ,4w5,Raymond Dufayel,   Amélie (2001),https://www.personality-database.com/profile_images/67465.png?=undefined
17 / 5  ,INFJ,9w1,Kathleen Kelly,   You've Got Mail (1998),https://www.personality-database.com/profile_images/70667.png?=undefined
17 / 6  ,INFJ,,Papa Elf,   Elf (2003),https://www.personality-database.com/profile_images/33878.png?=undefined
17 / 6  ,INFJ,2w1,Kel Mahmut,   Hababam Sınıfı (1975),https://www.personality-database.com/profile_images/63498.png?=undefined
16 / 4  ,INFJ,9w8,Gilliam,   Snowpiercer (2013),https://www.personality-database.com/profile_images/37157.png?=undefined
16 / 4  ,INFJ,4w3,Dr. Rob Sweeney,   American History X (1998),https://www.personality-database.com/profile_images/38088.png?=undefined
16 / 10  ,INFJ,9w1,Edward Sheffield,   Nocturnal Animals (2016),https://www.personality-database.com/profile_images/78970.png?=undefined
16 / 4  ,INFJ,5w4,Kirk Lazarus,   Tropic Thunder (2008),https://www.personality-database.com/images/profile_transparent.png
16 / 5  ,INFJ,2w1,Maurice,   War for the Planet of the Apes (2017),https://www.personality-database.com/images/profile_transparent.png
16 / 4  ,INFJ,9w8,Gilliam,   Snowpiercer (2013),https://www.personality-database.com/profile_images/37157.png?=undefined
15 / 3  ,INFJ,4w5,Mary Debenham,   Murder on the Orient Express (2017),https://www.personality-database.com/profile_images/8985.png?=undefined
15 / 2  ,INFJ,2w1,The Splendid Angharad,   Mad Max,https://www.personality-database.com/profile_images/34494.png?=undefined
15 / 3  ,INFJ,5w6,Zoey,   Escape Room (2019),https://www.personality-database.com/profile_images/23768.png?=undefined
15 / 5  ,INFJ,2w1,Kira,   The Dark Crystal (1982),https://www.personality-database.com/profile_images/10200.png?=undefined
15 / 3  ,INFJ,8w9,Jesse James,   The Assassination of Jesse James by the Coward Robert Ford (2007),https://www.personality-database.com/profile_images/48049.png?=undefined
15 / 2  ,INFJ,1w2,Elena Neves,   The Fast and the Furious,https://www.personality-database.com/profile_images/4784.png?=undefined
15 / 6  ,INFJ,6w5,Will Graham,   Red Dragon (2002),https://www.personality-database.com/profile_images/83683.png?=undefined
15 / 3  ,INFJ,5w6,Zoey,   Escape Room (2019),https://www.personality-database.com/profile_images/23768.png?=undefined
15 / 6  ,INFJ,3w4,"Elizabeth Braddock ""Psylocke""",   X-Men Cinematic Universe (2011-2020),https://www.personality-database.com/profile_images/10447.png?=undefined
15 / 3  ,INFJ,4w5,Mary Debenham,   Murder on the Orient Express (2017),https://www.personality-database.com/profile_images/8985.png?=undefined
15 / 6  ,INFJ,1w2,The Moon King,   Kubo and the Two Strings (2016),https://www.personality-database.com/profile_images/16854.png?=undefined
15 / 3  ,INFJ,4w3,"Boyd ""Bible"" Swan",   Fury (2014),https://www.personality-database.com/profile_images/24546.png?=undefined
15 / 3  ,INFJ,8w9,Jesse James,   The Assassination of Jesse James by the Coward Robert Ford (2007),https://www.personality-database.com/profile_images/48049.png?=undefined
14 / 3  ,INFJ,6w7,Judah Ben-Hur,   Ben-Hur (1959),https://www.personality-database.com/profile_images/15766.png?=undefined
14 / 4  ,INFJ,9w1,Wendy Christensen,   Final Destination 3 (2006),https://www.personality-database.com/profile_images/23014.png?=undefined
14 / 7  ,INFJ,9w1,Grandmother Willow,   Pocahontas (1995),https://www.personality-database.com/profile_images/155352.png?=undefined
14 / 4  ,INFJ,9w1,Wendy Christensen,   Final Destination 3 (2006),https://www.personality-database.com/profile_images/23014.png?=undefined
14 / 6  ,INFJ,9w1,Diva Plavalaguna,   The Fifth Element (1997),https://www.personality-database.com/profile_images/27784.png?=undefined
14 / 3  ,INFJ,2w1,Su-an,   Train to Busan (2016),https://www.personality-database.com/profile_images/67393.png?=undefined
14 / 3  ,INFJ,6w5,Tim Lake,   About Time (2013),https://www.personality-database.com/profile_images/114416.png?=undefined
14 / 2  ,INFJ,,Max Vandenburg,   The Book Thief (2013),https://www.personality-database.com/profile_images/20223.png?=undefined
14 / 5  ,INFJ,6w5,Samantha,   Frozen (Franchise),https://www.personality-database.com/profile_images/129131.png?=undefined
14 / 3  ,INFJ,6w7,Judah Ben-Hur,   Ben-Hur (1959),https://www.personality-database.com/profile_images/15766.png?=undefined
13 / 5  ,INFJ,1w9,Elder Gutknecht,   Corpse Bride (2005),https://www.personality-database.com/profile_images/5599.png?=undefined
13 / 4  ,INFJ,5w4,Andrew Largeman,   Garden State (2004),https://www.personality-database.com/profile_images/5633.png?=undefined
13 / 5  ,INFJ,1w9,Elder Gutknecht,   Corpse Bride (2005),https://www.personality-database.com/profile_images/5599.png?=undefined
13 / 1  ,INFJ,7w8,Berkeley,   Zombieland,https://www.personality-database.com/profile_images/79597.png?=undefined
13 / 5  ,INFJ,,Annie Cresta,   The Hunger Games,https://www.personality-database.com/profile_images/151461.png?=undefined
13 / 4  ,INFJ,5w4,Andrew Largeman,   Garden State (2004),https://www.personality-database.com/profile_images/5633.png?=undefined
13 / 5  ,INFJ,2w1,Ellen Brody,   Jaws (1975),https://www.personality-database.com/profile_images/20471.png?=undefined
13 / 7  ,INFJ,6w5,Lucas,   The Hunt (Jagten; 2012),https://www.personality-database.com/profile_images/47219.png?=undefined
13 / 8  ,INFJ,4w5,Anthony Hope,   Sweeney Todd: The Demon Barber of Fleet Street (2007),https://www.personality-database.com/profile_images/49497.png?=undefined
13 / 6  ,INFJ,2w1,"Susan Murphy ""Ginormica""",   Monsters vs. Aliens,https://www.personality-database.com/profile_images/51046.png?=undefined
13 / 3  ,INFJ,4w3,Solomon Northup,   12 Years a Slave (2013),https://www.personality-database.com/profile_images/19761.png?=undefined
13 / 2  ,INFJ,,Nicky / Nicolo di Genova,   The Old Guard (2020),https://www.personality-database.com/profile_images/160533.png?=undefined
13 / 4  ,INFJ,4w5,William Miller,   Almost Famous (2000),https://www.personality-database.com/profile_images/12948.png?=undefined
13 / 1  ,INFJ,7w8,Berkeley,   Zombieland,https://www.personality-database.com/profile_images/79597.png?=undefined
13 / 0  ,INFJ,,Raksha,   The Jungle Book (1967),https://www.personality-database.com/profile_images/2539.png?=undefined
13 / 3  ,INFJ,4w3,Solomon Northup,   12 Years a Slave (2013),https://www.personality-database.com/profile_images/19761.png?=undefined
12 / 8  ,INFJ,2w1,Lilith,   K-12 (2019),https://www.personality-database.com/profile_images/77802.png?=undefined
12 / 5  ,INFJ,4w5,Mary Austin,   Bohemian Rhapsody (2018),https://www.personality-database.com/profile_images/37030.png?=undefined
12 / 1  ,INFJ,4w5,Izzy,   The Fountain (2006),https://www.personality-database.com/images/profile_transparent.png
12 / 8  ,INFJ,1w9,Jedi Order,   Star Wars,https://www.personality-database.com/profile_images/170036.png?=undefined
12 / 4  ,INFJ,2w3,Marcus,   Twilight,https://www.personality-database.com/profile_images/43330.png?=undefined
12 / 4  ,INFJ,6w5,Aris,   Maze Runner,https://www.personality-database.com/profile_images/1908.png?=undefined
12 / 5  ,INFJ,3w2,Prince Feisal,   Lawrence of Arabia (1962),https://www.personality-database.com/profile_images/4990.png?=undefined
12 / 8  ,INFJ,1w9,Jedi Order,   Star Wars,https://www.personality-database.com/profile_images/170036.png?=undefined
12 / 7  ,INFJ,1w2,The Empress Marie,   Anastasia (1997),https://www.personality-database.com/profile_images/38142.png?=undefined
12 / 1  ,INFJ,4w5,Izzy,   The Fountain (2006),https://www.personality-database.com/images/profile_transparent.png
12 / 0  ,INFJ,,Odette,   Leap! / Ballerina (2016),https://www.personality-database.com/images/profile_transparent.png
12 / 5  ,INFJ,2w1,Gorgo,   300,https://www.personality-database.com/profile_images/29995.png?=undefined
